"","LU0093503810","IE00B11XZ988","LU1003076939","LU0006061385","LU0294219869"
"1051",15.99,26.26,9.73,28.6,20.71
"1052",15.99,26.22,9.72,28.6,20.86
"1053",15.99,26.19,9.73,28.6,20.9
"1054",15.99,26.16,9.73,28.59,20.95
"1055",15.99,26.13,9.74,28.59,20.89
"1056",16,26.18,9.74,28.64,20.76
"1057",16,26.14,9.77,28.66,20.77
"1058",16,26.2,9.77,28.67,20.74
"1059",15.99,26.15,9.77,28.67,20.71
"1060",15.99,26.12,9.78,28.6,20.73
"1061",15.99,26.09,9.77,28.57,20.63
"1062",15.99,26.1,9.76,28.61,20.72
"1063",15.99,26.03,9.77,28.6,20.8
"1064",15.99,25.96,9.78,28.51,20.78
"1065",15.99,26.05,9.75,28.5,20.61
"1066",15.98,26.04,9.73,28.52,20.76
"1067",15.99,25.94,9.73,28.53,20.81
"1068",15.98,25.92,9.75,28.42,20.69
"1069",15.97,25.94,9.71,28.41,20.7
"1070",15.97,25.9,9.71,28.41,20.67
"1071",15.97,25.93,9.71,28.4,20.54
"1072",15.96,25.81,9.71,28.36,20.54
"1073",15.97,25.86,9.7,28.39,20.47
"1074",15.97,25.89,9.71,28.46,20.55
"1075",15.98,25.885,9.72,28.43,20.56
"1076",15.97,25.88,9.71,28.41,20.58
"1077",15.97,25.81,9.71,28.42,20.65
"1078",15.97,25.83,9.69,28.39,20.57
"1079",15.97,25.89,9.7,28.43,20.62
"1080",15.97,25.91,9.71,28.48,20.59
"1081",15.97,25.84,9.72,28.47,20.65
"1082",15.97,25.88,9.71,28.45,20.57
"1083",15.97,25.96,9.7,28.49,20.44
"1084",15.97,25.88,9.7,28.49,20.39
"1085",15.96,25.84,9.69,28.48,20.47
"1086",15.97,25.86,9.7,28.47,20.43
"1087",15.97,25.85,9.71,28.49,20.39
"1088",15.97,25.87,9.7,28.5,20.47
"1089",15.97,25.87,9.7,28.48,20.54
"1090",15.97,25.89,9.7,28.5,20.49
"1091",15.98,25.92,9.7,28.51,20.48
"1092",15.97,25.93,9.71,28.53,20.45
"1093",15.97,25.91,9.69,28.56,20.46
"1094",15.97,25.88,9.69,28.56,20.51
"1095",15.97,25.87,9.68,28.56,20.45
"1096",15.96,25.82,9.68,28.55,20.56
"1097",15.96,25.8,9.68,28.54,20.54
"1098",15.96,25.87,9.66,28.63,20.44
"1099",15.96,25.87,9.67,28.61,20.37
"1100",15.96,25.87,9.68,28.63,20.45
"1101",15.96,25.93,9.66,28.65,20.45
"1102",15.96,25.93,9.66,28.68,20.65
"1103",15.96,25.97,9.66,28.69,20.67
"1104",15.965,25.975,9.665,28.695,20.64
"1105",15.9675,25.98,9.6675,28.6975,20.61
"1106",15.97,25.92,9.67,28.7,20.71
"1107",15.97,25.92,9.66,28.7,20.76
"1108",15.97,25.9,9.67,28.67,20.87
"1109",15.97,25.97,9.66,28.67,20.7
"1110",15.97,25.96,9.67,28.66,20.59
"1111",15.97,25.96,9.67,28.65,20.63
"1112",15.97,25.97,9.66,28.67,20.63
"1113",15.97,25.91,9.67,28.65,20.7
"1114",15.97,25.92,9.66,28.64,20.71
"1115",15.97,25.93,9.67,28.64,20.67
"1116",15.97,25.95,9.65,28.66,20.66
"1117",15.98,25.87,9.67,28.67,20.71
"1118",15.97,25.82,9.67,28.6,20.66
"1119",15.97,25.75,9.66,28.53,20.69
"1120",15.97,25.71,9.65,28.48,20.67
"1121",15.97,25.69,9.65,28.47,20.7
"1122",15.97,25.63,9.64,28.44,20.76
"1123",15.97,25.67,9.63,28.47,20.79
"1124",15.96,25.71,9.63,28.48,20.8
"1125",15.97,25.73,9.63,28.48,20.82
"1126",15.965,25.65,9.625,28.46,20.88
"1127",15.96,25.67,9.62,28.44,20.82
"1128",15.96,25.68,9.62,28.46,20.65
"1129",15.96,25.7,9.61,28.45,20.63
"1130",15.96,25.69,9.61,28.45,20.56
"1131",15.95,25.65,9.61,28.39,20.54
"1132",15.95,25.62,9.59,28.36,20.53
"1133",15.95,25.68,9.6,28.4,20.53
"1134",15.95,25.7,9.61,28.44,20.44
"1135",15.94,25.68,9.62,28.4,20.36
"1136",15.94,25.54,9.62,28.31,20.5
"1137",15.94,25.54,9.61,28.3,20.53
"1138",15.94,25.53,9.61,28.27,20.52
"1139",15.93,25.59,9.6,28.24,20.37
"1140",15.925,25.6,9.605,28.255,20.43
"1141",15.92,25.6,9.61,28.27,20.5
"1142",15.92,25.66,9.6,28.3,20.48
"1143",15.92,25.69,9.6,28.38,20.39
"1144",15.91,25.73,9.6,28.4,20.45
"1145",15.9,25.815,9.61,28.42,20.46
"1146",15.86,25.9,9.61,28.41,20.3
"1147",15.86,25.8,9.61,28.44,20.26
"1148",15.87,25.8,9.61,28.46,20.25
"1149",15.88,25.74,9.61,28.42,20.34
"1150",15.89,25.7,9.6,28.42,20.34
"1151",15.89,25.71,9.6,28.41,20.18
"1152",15.88,25.66,9.6,28.33,20.21
"1153",15.87,25.69,9.6,28.31,19.99
"1154",15.86,25.67,9.6,28.34,20.19
"1155",15.88,25.66,9.6,28.33,20.13
"1156",15.88,25.67,9.6,28.31,20.18
"1157",15.88,25.63,9.6,28.35,20.12
"1158",15.88,25.64,9.6,28.38,20.11
"1159",15.89,25.66,9.6,28.43,20.15
"1160",15.9,25.66,9.6,28.42,20.2
"1161",15.89,25.69,9.59,28.43,20.19
"1162",15.9,25.65,9.59,28.44,20.26
"1163",15.89,25.68,9.59,28.43,20.16
"1164",15.89,25.68,9.59,28.44,20.17
"1165",15.88,25.7,9.58,28.44,20.14
"1166",15.88,25.71,9.58,28.42,20.16
"1167",15.87,25.76,9.58,28.46,20.08
"1168",15.87,25.73,9.58,28.48,20.13
"1169",15.87,25.74,9.57,28.51,20.03
"1170",15.87,25.7,9.57,28.51,20.05
"1171",15.87,25.75,9.57,28.54,20.12
"1172",15.86,25.755,9.57,28.57,20.13
"1173",15.87,25.76,9.58,28.56,20.16
"1174",15.87,25.81,9.58,28.59,20.17
"1175",15.88,25.79,9.59,28.57,20.21
"1176",15.88,25.79,9.59,28.56,20.39
"1177",15.88,25.82,9.58,28.56,20.41
"1178",15.88,25.81,9.58,28.54,20.48
"1179",15.88,25.85,9.59,28.6,20.49
"1180",15.89,25.83,9.59,28.58,20.47
"1181",15.89,25.82,9.59,28.59,20.57
"1182",15.88,25.8,9.59,28.59,20.58
"1183",15.88,25.82,9.59,28.59,20.47
"1184",15.88,25.79,9.59,28.58,20.42
"1185",15.89,25.71,9.59,28.5,20.5
"1186",15.88,25.76,9.58,28.45,20.5
"1187",15.88,25.78,9.59,28.49,20.56
"1188",15.89,25.75,9.59,28.47,20.65
"1189",15.89,25.77,9.59,28.46,20.65
"1190",15.89,25.79,9.6,28.4,20.66
"1191",15.89,25.8,9.6,28.44,20.65
"1192",15.89,25.78,9.6,28.36,20.7
"1193",15.88,25.81,9.6,28.33,20.73
"1194",15.88,25.86,9.59,28.35,20.77
"1195",15.88,25.87,9.6,28.4,20.78
"1196",15.88,25.81,9.61,28.38,20.74
"1197",15.88,25.81,9.6,28.38,20.67
"1198",15.87,25.83,9.6,28.39,20.64
"1199",15.86,25.9,9.6,28.42,20.51
"1200",15.86,25.85,9.6,28.38,20.33
"1201",15.86,25.87,9.59,28.38,20.53
"1202",15.855,25.9,9.59,28.385,20.35
"1203",15.85,25.89,9.59,28.39,20.38
"1204",15.85,25.88,9.59,28.41,20.29
"1205",15.85,25.94,9.6,28.44,20.18
"1206",15.86,25.9,9.61,28.44,20.1
"1207",15.86,25.94,9.61,28.46,20.11
"1208",15.86,25.93,9.61,28.43,20.07
"1209",15.85,25.94,9.61,28.4,20.03
"1210",15.85,25.92,9.62,28.41,20.04
"1211",15.85,25.87,9.61,28.38,19.94
"1212",15.85,25.84,9.61,28.34,19.93
"1213",15.84,25.83,9.61,28.34,19.7
"1214",15.83,25.86,9.61,28.36,19.84
"1215",15.83,25.805,9.61,28.36,19.7
"1216",15.84,25.75,9.61,28.34,19.66
"1217",15.85,25.74,9.6,28.32,19.6
"1218",15.84,25.76,9.6,28.36,19.61
"1219",15.85,25.65,9.59,28.31,19.78
"1220",15.85,25.63,9.59,28.33,19.7
"1221",15.86,25.58,9.59,28.29,19.71
"1222",15.85,25.63,9.58,28.3,19.71
"1223",15.86,25.65,9.59,28.31,19.71
"1224",15.86,25.62,9.59,28.26,19.81
"1225",15.86,25.59,9.59,28.27,19.76
"1226",15.87,25.53,9.59,28.28,19.82
"1227",15.87,25.52,9.59,28.23,19.86
"1228",15.86,25.54,9.59,28.24,19.86
"1229",15.86,25.56,9.6,28.26,19.94
"1230",15.86,25.59,9.6,28.24,19.88
"1231",15.87,25.54,9.58,28.2,19.88
"1232",15.86,25.6,9.58,28.23,19.93
"1233",15.86,25.62,9.6,28.25,20.11
"1234",15.84,25.67,9.58,28.21,20.11
"1235",15.84,25.67,9.61,28.18,20.2
"1236",15.83,25.72,9.6,28.17,20.25
"1237",15.83,25.56,9.6,28.16,20.41
"1238",15.83,25.47,9.59,28.04,20.33
"1239",15.82,25.44,9.58,27.99,20.44
"1240",15.81,25.48,9.57,27.95,20.5
"1241",15.81,25.52,9.57,27.95,20.47
"1242",15.82,25.5,9.58,27.96,20.35
"1243",15.81,25.63,9.57,27.98,20.27
"1244",15.81,25.62,9.58,28.01,20.34
"1245",15.81,25.58,9.58,28.03,20.34
"1246",15.82,25.59,9.58,28.04,20.48
"1247",15.82,25.57,9.58,28.06,20.63
"1248",15.81,25.58,9.58,28,20.49
"1249",15.8,25.52,9.57,28,20.48
"1250",15.81,25.52,9.57,28.05,20.56
"1251",15.8,25.55,9.56,28.1,20.55
"1252",15.8,25.6,9.56,28.11,20.44
"1253",15.79,25.56,9.56,28.13,20.54
"1254",15.79,25.63,9.56,28.2,20.5
"1255",15.8,25.59,9.56,28.19,20.41
"1256",15.79,25.57,9.56,28.18,20.47
"1257",15.8,25.52,9.56,28.15,20.43
"1258",15.805,25.55,9.565,28.135,20.41
"1259",15.81,25.44,9.57,28.12,20.62
"1260",15.81,25.46,9.56,28.11,20.58
"1261",15.81,25.48,9.56,28.09,20.65
"1262",15.81,25.49,9.57,28.1,20.66
"1263",15.81,25.47,9.58,28.07,20.69
"1264",15.8,25.51,9.57,28.09,20.66
"1265",15.8,25.57,9.57,28.13,20.64
"1266",15.8,25.56,9.56,28.12,20.51
"1267",15.79,25.6,9.56,28.11,20.51
"1268",15.78,25.57,9.55,28.17,20.53
"1269",15.78,25.67,9.55,28.17,20.48
"1270",15.77,25.68,9.55,28.18,20.39
"1271",15.76,25.63,9.54,28.19,20.46
"1272",15.76,25.61,9.53,28.2,20.48
"1273",15.77,25.605,9.54,28.22,20.48
"1274",15.77,25.6,9.54,28.26,20.46
"1275",15.77,25.55,9.54,28.25,20.36
"1276",15.77,25.55,9.53,28.26,20.47
"1277",15.76,25.58,9.52,28.23,20.45
"1278",15.76,25.56,9.53,28.3,20.52
"1279",15.76,25.56,9.53,28.31,20.56
"1280",15.75,25.59,9.53,28.31,20.56
"1281",15.75,25.64,9.53,28.38,20.4
"1282",15.75,25.645,9.53,28.43,20.43
"1283",15.74,25.65,9.53,28.5,20.35
"1284",15.74,25.71,9.52,28.44,20.33
"1285",15.73,25.68,9.53,28.51,20.28
"1286",15.73,25.66,9.52,28.51,20.37
"1287",15.73,25.63,9.52,28.5,20.44
"1288",15.74,25.65,9.53,28.52,20.44
"1289",15.74,25.67,9.53,28.51,20.42
"1290",15.74,25.72,9.53,28.53,20.41
"1291",15.74,25.79,9.52,28.57,20.39
"1292",15.74,25.81,9.52,28.62,20.4
"1293",15.74,25.73,9.52,28.7,20.38
"1294",15.74,25.76,9.52,28.65,20.4
"1295",15.74,25.79,9.52,28.67,20.27
"1296",15.74,25.785,9.52,28.68,20.4
"1297",15.74,25.78,9.52,28.69,20.42
"1298",15.74,25.8,9.52,28.7,20.34
"1299",15.74,25.86,9.53,28.72,20.33
"1300",15.73,25.87,9.54,28.8,20.44
"1301",15.73,26.02,9.54,28.8,20.24
"1302",15.72,25.91,9.54,28.8,20.5
"1303",15.72,25.91,9.54,28.78,20.51
"1304",15.72,25.89,9.54,28.72,20.55
"1305",15.72,25.88,9.55,28.72,20.46
"1306",15.72,25.88,9.56,28.76,20.57
"1307",15.72,25.94,9.57,28.79,20.57
"1308",15.72,25.92,9.57,28.81,20.59
"1309",15.73,25.93,9.57,28.81,20.65
"1310",15.74,25.93,9.56,28.79,20.7
"1311",15.74,25.92,9.57,28.81,20.68
"1312",15.75,25.9,9.57,28.79,20.77
"1313",15.75,25.925,9.57,28.77,20.74
"1314",15.75,25.95,9.58,28.81,20.67
"1315",15.75,25.94,9.58,28.82,20.75
"1316",15.75,25.99,9.59,28.9,20.8
"1317",15.76,25.95,9.6,28.91,20.75
"1318",15.76,25.98,9.6,28.9,20.72
"1319",15.76,26.03,9.6,28.91,20.73
"1320",15.76,26.08,9.61,28.93,20.64
"1321",15.77,26.19,9.63,29.01,20.72
"1322",15.77,26.14,9.64,29.02,20.81
"1323",15.77,26.13,9.64,28.97,20.87
"1324",15.77,26.17,9.65,28.98,20.87
"1325",15.77,26.18,9.66,28.99,20.91
"1326",15.77,26.26,9.65,29,20.86
"1327",15.76,26.28,9.65,29.05,20.86
"1328",15.76,26.22,9.65,29.03,20.86
"1329",15.77,26.2,9.65,29,20.89
"1330",15.77,26.16,9.65,28.98,20.92
"1331",15.76,26.2,9.65,29.04,20.92
"1332",15.77,26.2,9.66,29.04,20.91
"1333",15.78,26.225,9.67,29.05,20.86
"1334",15.78,26.25,9.67,29.06,20.84
"1335",15.78,26.26,9.66,29.07,20.84
"1336",15.78,26.21,9.66,29.03,20.83
"1337",15.77,26.27,9.66,29.07,20.87
"1338",15.78,26.24,9.67,29.07,20.88
"1339",15.78,26.28,9.67,29.08,20.81
"1340",15.79,26.26,9.68,29.04,20.91
"1341",15.79,26.23,9.69,29,20.91
"1342",15.79,26.18,9.67,28.96,20.94
"1343",15.79,26.22,9.67,28.95,20.92
"1344",15.79,26.22,9.68,28.98,20.97
"1345",15.79,26.22,9.68,29.04,20.87
"1346",15.8,26.26,9.68,29.13,20.82
"1347",15.8,26.28,9.68,29.15,20.75
"1348",15.79,26.28,9.68,29.16,20.82
"1349",15.8,26.34,9.69,29.16,20.77
"1350",15.8,26.35,9.69,29.18,20.76
"1351",15.81,26.31,9.68,29.19,20.82
"1352",15.81,26.35,9.7,29.21,20.84
"1353",15.81,26.34,9.72,29.23,20.89
"1354",15.81,26.34,9.72,29.22,20.9
"1355",15.81,26.44,9.72,29.24,20.82
"1356",15.81,26.41,9.73,29.34,20.86
"1357",15.81,26.53,9.74,29.45,20.62
"1358",15.81,26.58,9.75,29.47,20.64
"1359",15.8,26.6,9.75,29.48,20.65
"1360",15.81,26.64,9.76,29.54,20.45
"1361",15.81,26.6,9.76,29.54,20.51
"1362",15.8,26.57,9.77,29.52,20.53
"1363",15.82,26.5,9.77,29.48,20.73
"1364",15.81,26.51,9.77,29.44,20.76
"1365",15.81,26.5,9.77,29.42,20.73
"1366",15.81,26.51,9.77,29.41,20.77
"1367",15.81,26.53,9.78,29.41,20.8
"1368",15.81,26.51,9.78,29.44,20.81
"1369",15.81,26.53,9.79,29.45,20.8
"1370",15.81,26.57,9.8,29.51,20.82
"1371",15.82,26.54,9.8,29.51,20.89
"1372",15.83,26.48,9.81,29.45,20.91
"1373",15.82,26.51,9.81,29.4,20.91
"1374",15.82,26.45,9.81,29.38,20.9
"1375",15.83,26.47,9.81,29.35,20.89
"1376",15.82,26.52,9.81,29.41,20.94
"1377",15.82,26.495,9.805,29.395,20.925
"1378",15.82,26.47,9.8025,29.3875,20.91
"1379",15.82,26.53,9.8,29.38,20.95
"1380",15.82,26.59,9.81,29.44,20.86
"1381",15.82,26.58,9.8,29.43,20.83
"1382",15.82,26.63,9.8,29.48,20.82
"1383",15.82,26.58,9.82,29.47,20.82
"1384",15.82,26.64,9.82,29.46,20.8
"1385",15.825,26.64,9.82,29.475,20.83
"1386",15.83,26.57,9.82,29.49,20.8
"1387",15.83,26.63,9.81,29.48,20.81
"1388",15.83,26.68,9.81,29.48,20.75
"1389",15.83,26.73,9.81,29.54,20.68
"1390",15.83,26.67,9.81,29.56,20.71
"1391",15.825,26.7,9.805,29.55,20.6
"1392",15.82,26.73,9.8,29.54,20.65
"1393",15.82,26.79,9.8,29.55,20.53
"1394",15.82,26.77,9.79,29.58,20.59
"1395",15.82,26.82,9.8,29.61,20.58
"1396",15.81,26.76,9.81,29.63,20.56
"1397",15.82,26.78,9.8,29.65,20.5
"1398",15.81,26.74,9.8,29.62,20.5
"1399",15.81,26.72,9.8,29.6,20.6
"1400",15.81,26.75,9.8,29.62,20.56
"1401",15.8,26.87,9.8,29.69,20.48
"1402",15.8,26.8,9.81,29.74,20.49
"1403",15.81,26.845,9.81,29.75,20.49
"1404",15.8,26.89,9.81,29.77,20.48
"1405",15.8,26.92,9.82,29.86,20.55
"1406",15.8,26.95,9.825,29.895,20.53
"1407",15.8,27.08,9.83,29.93,20.4
"1408",15.81,27.18,9.85,30.01,20.33
"1409",15.81,27.12,9.86,30.05,20.44
"1410",15.81,27.12,9.87,30.07,20.46
"1411",15.81,27.09,9.87,30.1,20.4
"1412",15.81,27.17,9.88,30.18,20.37
"1413",15.815,27.09,9.89,30.165,20.49
"1414",15.82,27.1,9.9,30.15,20.56
"1415",15.81,27.13,9.9,30.16,20.59
"1416",15.81,27.18,9.9,30.18,20.6
"1417",15.81,27.15,9.91,30.24,20.63
"1418",15.81,27.16,9.91,30.22,20.62
"1419",15.84,27.21,9.92,30.35,20.66
"1420",15.85,27.3,9.94,30.34,20.69
"1421",15.86,27.36,9.97,30.5,20.68
"1422",15.86,27.25,9.98,30.44,20.68
"1423",15.85,27.34,9.97,30.44,20.61
"1424",15.85,27.36,9.98,30.49,20.59
"1425",15.85,27.29,9.98,30.47,20.61
"1426",15.85,27.38,9.98,30.43,20.6
"1427",15.86,27.39,9.99,30.48,20.62
"1428",15.86,27.33,10,30.5,20.72
"1429",15.87,27.42,10,30.55,20.7
"1430",15.88,27.45,10.02,30.69,20.69
"1431",15.88,27.385,10.03,30.75,20.73
"1432",15.89,27.32,10.03,30.64,20.82
"1433",15.87,27.34,10.02,30.64,20.86
"1434",15.87,27.3,10.01,30.59,20.84
"1435",15.87,27.33,10,30.53,20.87
"1436",15.88,27.26,10.01,30.53,20.96
"1437",15.87,27.3,10.01,30.43,20.97
"1438",15.87,27.32,10.01,30.49,20.92
"1439",15.88,27.29,10.02,30.52,20.93
"1440",15.88,27.37,10.01,30.56,20.89
"1441",15.88,27.4,10.02,30.61,20.9
"1442",15.89,27.4,10.02,30.63,20.93
"1443",15.89,27.4,10.03,30.66,20.92
"1444",15.89,27.34,10.03,30.66,20.94
"1445",15.89,27.39,10.04,30.72,20.95
"1446",15.91,27.33,10.04,30.71,20.93
"1447",15.89,27.31,10.03,30.69,20.95
"1448",15.89,27.34,10.04,30.73,20.91
"1449",15.88,27.32,10.03,30.72,20.89
"1450",15.89,27.36,10.03,30.75,20.88
"1451",15.88,27.56,10.03,30.8,20.77
"1452",15.88,27.59,10.04,30.95,20.7
"1453",15.88,27.74,10.03,31.05,20.41
"1454",15.88,27.75,10.03,31.06,20.4
"1455",15.89,27.83,10.03,31.26,20.37
"1456",15.89,27.77,10.04,31.12,20.47
"1457",15.88,27.72,10.04,31.14,20.52
"1458",15.88,27.87,10.03,31.14,20.17
"1459",15.88,27.77,10.03,31.19,20.11
"1460",15.88,27.91,10.02,31.26,19.92
"1461",15.88,27.98,10.03,31.355,19.91
"1462",15.88,27.99,10.04,31.45,19.97
"1463",15.88,27.88,10.04,31.33,19.97
"1464",15.88,27.95,10.04,31.37,19.93
"1465",15.88,27.92,10.05,31.37,20.02
"1466",15.88,27.87,10.05,31.32,20.01
"1467",15.88,28.04,10.05,31.28,19.9
"1468",15.88,27.98,10.05,31.4,19.87
"1469",15.88,28.09,10.05,31.45,19.79
"1470",15.89,28.13,10.06,31.58,19.72
"1471",15.89,28.06,10.07,31.56,19.68
"1472",15.9,28.1,10.06,31.54,19.73
"1473",15.89,28.135,10.07,31.54,19.72
"1474",15.89,28.17,10.07,31.58,19.73
"1475",15.89,28.25,10.07,31.55,19.74
"1476",15.89,28.08,10.08,31.41,19.77
"1477",15.88,28.13,10.06,31.39,19.81
"1478",15.88,28.01,10.07,31.32,19.82
"1479",15.87,27.85,10.06,31.23,19.86
"1480",15.86,27.84,10.05,31.11,19.86
"1481",15.88,27.77,10.05,31.19,19.8
"1482",15.86,27.62,10.05,31.01,19.8
"1483",15.86,27.73,10.04,30.96,19.83
"1484",15.86,27.76,10.05,31,19.77
"1485",15.86,27.78,10.05,31.08,19.77
"1486",15.86,27.82,10.05,31.13,19.76
"1487",15.85,27.85,10.05,31.14,19.79
"1488",15.85,27.94,10.06,31.25,19.79
"1489",15.86,28.03,10.07,31.29,19.75
"1490",15.85,27.87,10.07,31.36,19.83
"1491",15.85,27.94,10.05,31.29,19.81
"1492",15.85,27.96,10.06,31.32,19.8
"1493",15.85,27.97,10.08,31.3,19.81
"1494",15.85,28.05,10.08,31.21,19.8
"1495",15.86,28.11,10.08,31.28,19.81
"1496",15.86,28.23,10.08,31.39,19.84
"1497",15.86,28.26,10.09,31.44,19.86
"1498",15.86,28.18,10.1,31.44,19.82
"1499",15.86,28.19,10.08,31.44,19.83
"1500",15.86,28.12,10.09,31.39,19.81
"1501",15.85,28,10.08,31.27,19.79
"1502",15.85,27.91,10.08,31.12,19.78
"1503",15.85,27.97,10.07,31.13,19.77
"1504",15.85,27.89,10.08,31.15,19.73
"1505",15.85,27.94,10.08,31.06,19.71
"1506",15.85,27.94,10.09,31.05,19.65
"1507",15.85,27.98,10.09,31.04,19.67
"1508",15.85,27.91,10.09,30.98,19.69
"1509",15.85,27.96,10.09,31.02,19.73
"1510",15.85,27.97,10.09,31.07,19.75
"1511",15.84,27.97,10.1,31.08,19.77
"1512",15.85,27.91,10.1,31.06,19.81
"1513",15.84,27.84,10.11,30.94,19.79
"1514",15.84,27.87,10.1,30.93,19.78
"1515",15.84,27.91,10.1,30.97,19.73
"1516",15.85,28.09,10.09,31.11,19.73
"1517",15.85,28.04,10.11,31.095,19.74
"1518",15.85,27.98,10.13,31.08,19.77
"1519",15.84,27.86,10.13,30.98,19.81
"1520",15.84,27.95,10.11,30.94,19.75
"1521",15.84,27.75,10.14,30.89,19.77
"1522",15.83,27.76,10.11,30.79,19.76
"1523",15.83,27.75,10.11,30.79,19.77
"1524",15.83,27.8,10.11,30.75,19.75
"1525",15.83,27.84,10.09,30.82,19.74
"1526",15.83,27.91,10.09,30.88,19.76
"1527",15.82,27.9,10.1,30.88,19.72
"1528",15.83,27.94,10.1,30.91,19.67
"1529",15.83,27.96,10.1,30.91,19.65
"1530",15.83,28.02,10.09,30.98,19.63
"1531",15.82,27.98,10.09,30.94,19.66
"1532",15.82,27.97,10.09,30.93,19.66
"1533",15.82,28,10.09,30.95,19.62
"1534",15.82,28.03,10.09,30.99,19.58
"1535",15.82,27.98,10.1,30.99,19.57
"1536",15.82,27.975,10.1,30.96,19.62
"1537",15.82,27.97,10.1,30.95,19.59
"1538",15.82,27.88,10.11,30.83,19.59
"1539",15.82,28.09,10.08,30.89,19.58
"1540",15.82,28,10.1,30.94,19.58
"1541",15.82,27.96,10.1,30.86,19.61
"1542",15.81,27.91,10.11,30.84,19.71
"1543",15.82,27.94,10.11,30.87,19.7
"1544",15.82,27.95,10.11,30.86,19.68
"1545",15.82,28.02,10.12,30.89,19.64
"1546",15.83,27.85,10.14,30.91,19.65
"1547",15.83,28.01,10.14,30.87,19.64
"1548",15.83,27.91,10.16,30.93,19.66
"1549",15.83,27.93,10.15,30.9,19.67
"1550",15.83,27.87,10.17,30.89,19.73
"1551",15.83,27.89,10.17,30.83,19.73
"1552",15.83,27.88,10.17,30.83,19.75
"1553",15.83,27.85,10.17,30.85,19.76
"1554",15.83,27.88,10.17,30.85,19.81
"1555",15.83,27.88,10.17,30.85,19.81
"1556",0.141901747680667,0.256173973552223,0.10192427876711,0.1,0.4
