"rownames(finalfund_all)","LU0997586788","LU0061175625","KYG9318Y1061","LU1046420805","LU0997587240","base1","base2"
2014-01-01,10,34.77,15.2,7.24,8.1588,2321.978,1831.97998
2014-01-02,10,34.77,15.2,7.24,8.1588,2321.978,1831.97998
2014-01-03,10,35.08,15.14,7.24,8.1588,2290.779,1831.369995
2014-01-06,10,35.08,14.95,7.24,8.1588,2238.637,1826.77002
2014-01-07,10,35.16,15.09,7.24,8.1588,2238.001,1837.880005
2014-01-08,10,35.18,15.19,7.24,8.1588,2241.911,1837.48999
2014-01-09,10,35.12,15.1,7.24,8.1588,2222.221,1838.130005
2014-01-10,10,35.32,15.21,7.24,8.1588,2204.851,1842.369995
2014-01-13,10.04,35.43,15.21,7.24,8.1515,2193.679,1819.199951
2014-01-14,9.98,35.29,15.21,7.24,8.167,2212.846,1838.880005
2014-01-15,10.06,35.57,15.3,7.24,8.2486,2208.941,1848.380005
2014-01-16,10.02,35.41,15.33,7.24,8.2649,2211.844,1845.890015
2014-01-17,10.04,35.63,15.33,7.24,8.273,2178.488,1838.699951
2014-01-20,10.06,35.69,15.37,7.24,8.3057,2165.993,1841.25
2014-01-21,10.04,35.63,15.32,7.24,8.322,2187.41,1843.800049
2014-01-22,10.03,35.72,15.37,7.24,8.3302,2243.796,1844.859985
2014-01-23,9.96,35.36,15.4,7.24,8.2649,2231.889,1828.459961
2014-01-24,9.79,34.65,15.34,7.24,8.1205,2245.678,1790.290039
2014-01-27,9.7,34.42,15.17,7.24,8.034,2215.919,1781.560059
2014-01-28,9.81,34.83,15.17,7.24,8.0495,2219.855,1792.5
2014-01-29,9.78,34.71,15.17,7.24,8.0038,2227.781,1774.199951
2014-01-30,9.79,34.78,15.12,7.24,8.0397,2202.45,1794.189941
2014-01-31,9.79,34.82,15.095,7.24,8.0209,2207.4665,1782.589966
2014-02-03,9.71,34.38,15.0825,7.24,7.9736,2209.97475,1741.890015
2014-02-04,9.69,34.34,15.07625,7.24,7.9287,2211.228875,1755.199951
2014-02-05,9.7,34.36,15.07,7.24,7.9581,2211.8559375,1751.640015
2014-02-06,9.78,34.59,15.2,7.24,8.0585,2212.16946875,1773.430054
2014-02-07,9.85,34.85,15.32,7.24,8.1009,2212.483,1797.02002
2014-02-10,9.87,34.93,15.29,7.24,8.118,2267.534,1799.839966
2014-02-11,9.94,35.24,15.32,7.24,8.1996,2285.562,1819.75
2014-02-12,10.01,35.65,15.5,7.24,8.2241,2291.246,1819.26001
2014-02-13,10.01,35.6,15.43,7.24,8.2404,2279.554,1829.829956
2014-02-14,10.07,35.89,15.46,7.24,8.2894,2295.575,1838.630005
2014-02-17,10.13,36.05,15.57,7.24,8.3138,2311.647,1839.6950075
2014-02-18,10.16,36.05,15.67,7.24,8.322,2282.442,1840.76001
2014-02-19,10.19,36.2,15.77,7.24,8.3465,2308.656,1828.75
2014-02-20,10.21,36.25,15.67,7.24,8.3465,2287.436,1839.780029
2014-02-21,10.27,36.42,15.79,7.24,8.3791,2264.294,1836.25
2014-02-24,10.31,36.57,15.83,7.24,8.4281,2214.509,1847.609985
2014-02-25,10.32,36.66,15.88,7.24,8.4199,2157.909,1845.119995
2014-02-26,10.31,36.67,15.88,7.24,8.3954,2163.405,1845.160034
2014-02-27,10.28,36.55,15.94,7.24,8.4036,2154.108,1854.290039
2014-02-28,10.37,36.84,15.925,7.24,8.4281,2178.971,1859.449951
2014-03-03,10.16,36.09,15.91,7.24,8.2625,2190.37,1845.72998
2014-03-04,10.33,36.71,15.91,7.24,8.4261,2184.273,1873.910034
2014-03-05,10.32,36.75,16.13,7.24,8.4261,2163.976,1873.810059
2014-03-06,10.4,36.88,16.24,7.24,8.4343,2173.634,1877.030029
2014-03-07,10.36,36.7,16.14,7.24,8.3688,2168.358,1878.040039
2014-03-10,10.28,36.33,16.1,7.24,8.3525,2097.787,1877.170044
2014-03-11,10.25,36.26,16.17,7.24,8.3606,2108.661,1867.630005
2014-03-12,10.17,35.89,16.1,7.24,8.287,2114.134,1868.199951
2014-03-13,10.11,35.72,16.18,7.24,8.197,2140.333,1846.339966
2014-03-14,10.02,35.37,16.13,7.24,8.1807,2122.836,1841.130005
2014-03-17,10.13,35.77,16.17,7.24,8.2461,2143.038,1858.829956
2014-03-18,10.16,35.84,16.15,7.24,8.3034,2138.133,1872.25
2014-03-19,10.18,35.95,16.11,7.24,8.287,2120.87,1860.77002
2014-03-20,10.12,35.75,15.86,7.24,8.2625,2086.967,1872.01001
2014-03-21,10.08,35.56,15.86,7.24,8.287,2158.798,1866.52002
2014-03-24,9.97,35.18,15.87,7.24,8.2216,2176.554,1857.439941
2014-03-25,10.04,35.43,16,7.24,8.3197,2174.44,1865.619995
2014-03-26,10.08,35.61,16.14,7.24,8.3525,2171.047,1852.560059
2014-03-27,10.05,35.63,16.2,7.24,8.3525,2155.707,1849.040039
2014-03-28,10.05,35.62,16.14,7.24,8.4016,2151.965,1857.619995
2014-03-31,10.12,35.89,16.35,7.24,8.4179,2146.305,1872.339966
2014-04-01,10.19,36.06,16.41,7.24,8.4323,2163.115,1885.52002
2014-04-02,10.22,36.24,16.46,7.24,8.4323,2180.727,1890.900024
2014-04-03,10.21,36.18,16.47,7.24,8.4241,2165.008,1888.77002
2014-04-04,10.23,36.29,16.475,7.24,8.4488,2185.472,1865.089966
2014-04-07,10.11,35.81,16.48,7.24,8.3749,2211.394,1845.040039
2014-04-08,9.96,35.36,16.54,7.24,8.3667,2237.316,1851.959961
2014-04-09,10.01,35.53,16.68,7.24,8.3913,2238.62,1872.180054
2014-04-10,9.99,35.37,16.67,7.22,8.3667,2273.761,1833.079956
2014-04-11,9.84,34.77,16.47,7.15,8.2847,2270.666,1815.689941
2014-04-14,9.73,34.49,16.21,7.18,8.3257,2268.613,1830.609985
2014-04-15,9.63,34.15,16.47,7.14,8.2765,2229.463,1842.97998
2014-04-16,9.73,34.54,16.53,7.2,8.3503,2232.526,1862.310059
2014-04-17,9.83,34.87,16.51,7.23,8.3831,2224.803,1864.849976
2014-04-18,9.83,34.87,16.515,7.23,8.3831,2224.479,1868.3699955
2014-04-21,9.83,34.88,16.5175,7.23,8.3749,2187.248,1871.890015
2014-04-22,9.94,35.33,16.52,7.33,8.4898,2196.795,1879.550049
2014-04-23,9.92,35.18,16.38,7.32,8.4816,2194.668,1875.390015
2014-04-24,9.93,35.2,16.38,7.33,8.498,2190.474,1878.609985
2014-04-25,9.85,34.94,16.05,7.31,8.457,2167.826,1863.400024
2014-04-28,9.83,34.87,16.08,7.4,8.5718,2134.969,1869.430054
2014-04-29,9.89,35.14,16.26,7.47,8.6538,2158.47,1878.329956
2014-04-30,9.9,35.19,16.09,7.48,8.6538,2158.659,1883.949951
2014-05-01,9.9,35.21,16.185,7.49,8.6683,2157.5645,1883.680054
2014-05-02,9.92,35.23,16.28,7.46,8.6436,2157.01725,1881.140015
2014-05-05,9.91,35.15,16.35,7.46,8.6354,2156.47,1884.660034
2014-05-06,9.93,35.28,16.375,7.44,8.6107,2157.328,1867.719971
2014-05-07,9.9,35.18,16.4,7.41,8.5778,2137.316,1878.209961
2014-05-08,9.94,35.38,16.48,7.47,8.6436,2135.496,1875.630005
2014-05-09,9.9,35.31,16.18,7.47,8.6436,2133.911,1878.47998
2014-05-12,9.96,35.51,16.02,7.52,8.693,2180.054,1896.650024
2014-05-13,9.97,35.59,15.99,7.54,8.7176,2174.852,1897.449951
2014-05-14,9.91,35.34,16.12,7.57,8.7505,2172.372,1888.530029
2014-05-15,9.79,34.91,16.14,7.55,8.7341,2144.084,1870.849976
2014-05-16,9.68,34.56,16.16,7.58,8.767,2145.952,1877.859985
2014-05-19,9.64,34.4,16.2,7.57,8.7505,2115.143,1885.079956
2014-05-20,9.68,34.57,16.22,7.54,8.7176,2115.771,1872.829956
2014-05-21,9.72,34.82,16.11,7.57,8.7423,2135.905,1888.030029
2014-05-22,9.76,34.94,16.31,7.57,8.7423,2130.868,1892.48999
2014-05-23,9.82,35.11,16.34,7.57,8.7423,2148.414,1900.530029
2014-05-26,9.89,35.36,16.41,7.62,8.7999,2155.976,1906.2200315
2014-05-27,9.93,35.52,16.43,7.61,8.7917,2147.28,1911.910034
2014-05-28,9.98,35.63,16.55,7.61,8.7917,2169.352,1909.780029
2014-05-29,10.01,35.75,16.61,7.63,8.8163,2155.164,1920.030029
2014-05-30,10.04,35.8,16.62,7.63,8.8081,2156.464,1923.569946
2014-06-02,10.05,35.91,16.595,7.65,8.8226,2153.191,1924.969971
2014-06-03,10.03,35.79,16.57,7.62,8.7896,2149.918,1924.23999
2014-06-04,10.08,35.99,16.61,7.61,8.7814,2128.274,1927.880005
2014-06-05,10.1,36.11,16.64,7.62,8.7814,2150.602,1940.459961
2014-06-06,10.19,36.41,16.65,7.65,8.8226,2134.716,1949.439941
2014-06-09,10.19,36.48,16.68,7.66,8.8391,2134.281,1951.27002
2014-06-10,10.19,36.49,16.75,7.68,8.8638,2161.268,1950.790039
2014-06-11,10.14,36.37,16.75,7.66,8.8391,2160.766,1943.890015
2014-06-12,10.16,36.46,16.73,7.68,8.8556,2153.41,1930.109985
2014-06-13,10.06,36.29,16.72,7.66,8.8309,2176.242,1936.160034
2014-06-16,9.99,36.01,16.69,7.63,8.7979,2191.855,1937.780029
2014-06-17,9.98,35.98,16.76,7.65,8.8226,2169.674,1941.98999
2014-06-18,9.99,35.97,16.73,7.66,8.8309,2160.239,1956.97998
2014-06-19,10.04,36.13,16.89,7.7,8.8721,2126.907,1959.47998
2014-06-20,10.06,36.19,16.85,7.7,8.8803,2136.729,1962.869995
2014-06-23,9.99,35.95,16.58,7.68,8.8474,2134.11,1962.609985
2014-06-24,9.93,35.68,16.69,7.68,8.8474,2144.821,1949.97998
2014-06-25,9.87,35.39,16.71,7.61,8.7649,2133.371,1959.530029
2014-06-26,9.92,35.66,16.83,7.59,8.7484,2149.076,1957.219971
2014-06-27,9.95,35.72,16.82,7.6,8.7567,2150.258,1960.959961
2014-06-30,9.98,35.87,16.99,7.6,8.7567,2165.118,1960.22998
2014-07-01,10.02,36.06,17.02,7.64,8.8043,2164.559,1973.319946
2014-07-02,10.04,36.16,17.05,7.65,8.8043,2170.867,1974.619995
2014-07-03,10.11,36.43,17.21,7.71,8.8704,2180.192,1985.439941
2014-07-04,10.09,36.37,17.19,7.7,8.8621,2178.695,1981.5449825
2014-07-07,10.05,36.19,17.12,7.65,8.8043,2176.289,1977.650024
2014-07-08,9.93,35.74,17.17,7.58,8.7299,2180.473,1963.709961
2014-07-09,9.88,35.57,17.15,7.56,8.6968,2148.71,1972.829956
2014-07-10,9.75,35.16,17.2,7.49,8.6224,2142.847,1964.680054
2014-07-11,9.78,35.23,16.96,7.51,8.6472,2148.009,1967.569946
2014-07-14,9.84,35.37,17.02,7.58,8.7133,2171.758,1977.099976
2014-07-15,9.79,35.33,17.07,7.54,8.672,2174.976,1973.280029
2014-07-16,9.83,35.52,16.98,7.62,8.7629,2170.868,1981.569946
2014-07-17,9.79,35.35,16.87,7.57,8.7051,2157.068,1958.119995
2014-07-18,9.76,35.24,16.87,7.56,8.6885,2164.144,1978.219971
2014-07-21,9.71,35.03,16.95,7.53,8.6637,2166.295,1973.630005
2014-07-22,9.77,35.3,17,7.6,8.7381,2192.698,1983.530029
2014-07-23,9.8,35.4,17.03,7.6,8.7299,2197.833,1987.01001
2014-07-24,9.78,35.29,17.06,7.62,8.7629,2237.015,1987.97998
2014-07-25,9.79,35.37,16.94,7.57,8.6968,2260.454,1978.339966
2014-07-28,9.74,35.19,16.91,7.57,8.6968,2323.897,1978.910034
2014-07-29,9.75,35.2,16.8,7.59,8.7216,2331.369,1969.949951
2014-07-30,9.73,35.14,16.92,7.55,8.6803,2322.011,1970.069946
2014-07-31,9.67,34.87,16.79,7.49,8.6059,2350.251,1930.670044
2014-08-01,9.57,34.4,16.68,7.41,8.5044,2329.402,1925.150024
2014-08-04,9.55,34.38,16.8,7.4,8.4961,2375.62,1938.98999
2014-08-05,9.58,34.58,16.56,7.43,8.5293,2369.353,1920.209961
2014-08-06,9.48,34.19,16.43,7.37,8.4547,2363.221,1920.23999
2014-08-07,9.47,34.15,16.43,7.32,8.3967,2327.457,1909.569946
2014-08-08,9.41,33.83,16.27,7.29,8.3635,2331.134,1931.589966
2014-08-11,9.53,34.33,16.47,7.36,8.4547,2365.349,1936.920044
2014-08-12,9.55,34.46,16.46,7.34,8.4298,2357.052,1933.75
2014-08-13,9.58,34.44,16.57,7.39,8.4795,2358.901,1946.719971
2014-08-14,9.62,34.58,16.54,7.41,8.5044,2335.945,1955.180054
2014-08-15,9.61,34.52,16.51,7.39,8.4795,2360.635,1955.060059
2014-08-18,9.68,34.83,16.31,7.46,8.5624,2374.562,1971.73999
2014-08-19,9.74,35.03,16.44,7.5,8.6122,2374.768,1981.599976
2014-08-20,9.71,34.96,16.49,7.49,8.5873,2366.14,1986.51001
2014-08-21,9.76,35.13,16.45,7.54,8.6453,2354.244,1992.369995
2014-08-22,9.75,35.13,16.65,7.51,8.6122,2365.364,1988.400024
2014-08-25,9.83,35.48,16.68,7.6,8.7116,2342.863,1997.920044
2014-08-26,9.8,35.38,16.8,7.61,8.7282,2324.092,2000.02002
2014-08-27,9.84,35.51,16.97,7.61,8.7282,2327.595,2000.119995
2014-08-28,9.77,35.3,17.01,7.58,8.6868,2311.278,1996.73999
2014-08-29,9.76,35.31,16.97,7.6,8.7199,2338.287,2003.369995
2014-09-01,9.75,35.32,17.08,7.62,8.7429,2355.317,2002.825012
2014-09-02,9.77,35.29,16.86,7.63,8.7512,2386.46,2002.280029
2014-09-03,9.82,35.4,16.97,7.68,8.801,2408.838,2000.719971
2014-09-04,9.82,35.6,16.82,7.71,8.8343,2426.224,1997.650024
2014-09-05,9.8,35.43,16.81,7.68,8.8093,2449.259,2007.709961
2014-09-08,9.76,35.11,16.775,7.68,8.801,2447.2415,2001.540039
2014-09-09,9.74,35.04,16.7575,7.67,8.7844,2445.224,1988.439941
2014-09-10,9.69,34.9,16.74,7.67,8.7844,2432.433,1995.689941
2014-09-11,9.69,34.92,16.67,7.65,8.7595,2423.454,1997.449951
2014-09-12,9.73,35.04,16.51,7.65,8.7595,2438.358,1985.540039
2014-09-15,9.71,35.01,16.43,7.65,8.7678,2437.189,1984.130005
2014-09-16,9.67,34.86,16.34,7.64,8.7512,2388.765,1998.97998
2014-09-17,9.67,34.93,16.39,7.65,8.7678,2401.326,2001.569946
2014-09-18,9.73,35.26,16.4,7.7,8.8093,2408.664,2011.359985
2014-09-19,9.77,35.42,16.48,7.72,8.8426,2425.211,2010.400024
2014-09-22,9.75,35.35,16.36,7.69,8.8093,2378.92,1994.290039
2014-09-23,9.66,35.04,16.25,7.6,8.693,2399.462,1982.77002
2014-09-24,9.65,35.03,16.27,7.62,8.7262,2441.864,1998.300049
2014-09-25,9.63,34.96,16.09,7.57,8.6598,2436.965,1965.98999
2014-09-26,9.61,34.89,16.09,7.58,8.6764,2437.201,1982.849976
2014-09-29,9.61,34.89,16.01,7.57,8.6598,2447.799,1977.800049
2014-09-30,9.63,35.02,16.04,7.61,8.7096,2450.988,1972.290039
2014-10-01,9.57,34.81,16.14,7.55,8.641,2464.6855,1946.160034
2014-10-02,9.44,34.24,16.19,7.42,8.4993,2471.53425,1946.170044
2014-10-03,9.51,34.5,16.24,7.48,8.566,2474.958625,1967.900024
2014-10-06,9.5,34.46,16.28,7.5,8.5743,2476.6708125,1964.819946
2014-10-07,9.37,33.99,16.15,7.4,8.466,2477.52690625,1935.099976
2014-10-08,9.24,33.44,16,7.38,8.4493,2478.383,1968.890015
2014-10-09,9.2,33.35,15.95,7.35,8.4076,2481.955,1928.209961
2014-10-10,9.06,32.83,15.65,7.25,8.2977,2466.789,1906.130005
2014-10-13,9.01,32.65,15.35,7.24,8.2827,2454.946,1874.73999
2014-10-14,9.05,32.68,15.43,7.24,8.2793,2446.562,1877.699951
2014-10-15,8.9,32.05,15.25,7.06,8.0702,2463.874,1862.48999
2014-10-16,8.81,31.77,15.22,7.02,8.026,2444.395,1862.76001
2014-10-17,8.97,32.42,15.21,7.18,8.2093,2441.732,1886.76001
2014-10-20,8.95,32.35,15.42,7.15,8.1727,2454.711,1904.01001
2014-10-21,9.09,32.89,15.41,7.26,8.2918,2433.391,1941.280029
2014-10-22,9.15,33.14,15.56,7.32,8.366,2418.641,1927.109985
2014-10-23,9.15,33.09,15.48,7.37,8.416,2395.936,1950.819946
2014-10-24,9.14,33.1,15.29,7.34,8.3826,2390.706,1964.579956
2014-10-27,9.1,32.92,15.07,7.33,8.366,2368.832,1961.630005
2014-10-28,9.15,33.05,15.32,7.37,8.4076,2416.653,1985.050049
2014-10-29,9.19,33.18,15.58,7.4,8.441,2451.384,1982.300049
2014-10-30,9.22,33.35,15.51,7.45,8.4993,2468.925,1994.650024
2014-10-31,9.33,33.8,15.65,7.57,8.6326,2508.325,2018.050049
2014-11-03,9.32,33.81,15.72,7.48,8.5304,2512.548,2017.810059
2014-11-04,9.26,33.49,15.68,7.46,8.5136,2513.172,2012.099976
2014-11-05,9.33,33.84,15.58,7.55,8.6139,2503.448,2023.569946
2014-11-06,9.34,33.89,15.51,7.56,8.6306,2506.067,2031.209961
2014-11-07,9.35,33.87,15.51,7.53,8.5888,2502.153,2031.920044
2014-11-10,9.46,34.3,15.72,7.59,8.664,2565.73,2038.26001
2014-11-11,9.45,34.25,15.67,7.62,8.7058,2558.612,2039.680054
2014-11-12,9.39,33.98,15.48,7.56,8.6306,2594.318,2038.25
2014-11-13,9.4,33.89,15.51,7.6,8.6724,2579.75,2039.329956
2014-11-14,9.42,33.92,15.51,7.59,8.664,2581.093,2039.819946
2014-11-17,9.44,34.02,15.33,7.62,8.6807,2567.101,2041.319946
2014-11-18,9.48,34.08,15.14,7.67,8.7476,2541.416,2051.800049
2014-11-19,9.44,33.93,15.19,7.68,8.7559,2537.223,2048.719971
2014-11-20,9.47,34.04,15.32,7.67,8.7309,2537.099,2052.75
2014-11-21,9.55,34.49,15.36,7.76,8.8395,2583.455,2063.5
2014-11-24,9.6,34.67,15.38,7.76,8.8395,2649.258,2069.409912
2014-11-25,9.66,34.82,15.39,7.78,8.8562,2685.561,2067.030029
2014-11-26,9.66,34.88,15.4,7.78,8.8646,2723.018,2072.830078
2014-11-27,9.69,34.9,15.48,7.81,8.898,2754.49,2070.1950685
2014-11-28,9.67,34.84,15.45,7.82,8.9063,2808.819,2067.560059
2014-12-01,9.61,34.64,15.38,7.78,8.8624,2819.812,2053.439941
2014-12-02,9.63,34.74,15.31,7.82,8.9043,2923.94,2066.550049
2014-12-03,9.64,34.93,15.47,7.82,8.9043,2967.549,2074.330078
2014-12-04,9.63,34.74,15.5,7.76,8.8373,3104.351,2071.919922
2014-12-05,9.72,35.13,15.52,7.85,8.9378,3124.885,2075.370117
2014-12-08,9.69,35.04,15.47,7.8,8.8792,3252.881,2060.310059
2014-12-09,9.58,34.55,15.42,7.66,8.72,3106.913,2059.820068
2014-12-10,9.58,34.52,15.27,7.64,8.7033,3221.546,2026.140015
2014-12-11,9.55,34.43,15.25,7.64,8.6949,3183.012,2035.329956
2014-12-12,9.44,33.93,15.28,7.47,8.5022,3193.227,2002.329956
2014-12-15,9.33,33.46,15.26,7.32,8.328,3217.228,1989.630005
2014-12-16,9.38,33.66,15.19,7.44,8.4687,3303.402,1972.73999
2014-12-17,9.39,33.76,15.01,7.44,8.4604,3360.598,2012.890015
2014-12-18,9.55,34.5,15.04,7.61,8.6614,3345.927,2061.22998
2014-12-19,9.61,34.74,15.12,7.64,8.6865,3383.167,2070.649902
2014-12-22,9.64,34.78,15.2,7.68,8.7368,3394.481,2078.540039
2014-12-23,9.68,34.95,15.11,7.7,8.7619,3324.924,2082.169922
2014-12-24,9.69,34.99,15.19,7.7,8.7619,3230.385,2081.879883
2014-12-25,9.71,35.065,15.24,7.715,8.77445,3335.419,2085.3249515
2014-12-26,9.73,35.14,15.265,7.73,8.787,3445.839,2088.77002
2014-12-29,9.69,34.97,15.29,7.73,8.787,3455.455,2090.570068
2014-12-30,9.68,35.02,15.3,7.64,8.6865,3457.554,2080.350098
2014-12-31,9.72,35.25,15.42,7.66,8.7033,3533.705,2058.899902
2015-01-01,9.745,35.295,15.32,7.65,8.6939,3587.623,2058.5499265
2015-01-02,9.77,35.34,15.27,7.64,8.6845,3614.582,2058.199951
2015-01-05,9.72,35.2,15.22,7.53,8.5501,3641.541,2020.579956
2015-01-06,9.62,34.76,14.92,7.47,8.4913,3641.059,2002.609985
2015-01-07,9.58,34.66,15,7.51,8.5333,3643.79,2025.900024
2015-01-08,9.69,35.12,15.2,7.7,8.7517,3559.259,2062.139893
2015-01-09,9.66,34.98,15.22,7.62,8.6677,3546.723,2044.810059
2015-01-12,9.67,35.02,15.18,7.65,8.7097,3513.576,2028.26001
2015-01-13,9.73,35.32,15.28,7.76,8.8188,3514.04,2023.030029
2015-01-14,9.63,35,15.25,7.64,8.6845,3502.423,2011.27002
2015-01-15,9.62,35.62,15.33,7.67,8.7181,3604.121,1992.670044
2015-01-16,9.6,35.84,15.31,7.66,8.7097,3635.146,2019.420044
2015-01-19,9.65,35.74,15.4,7.74,8.8021,3355.155,2020.9850465
2015-01-20,9.68,35.97,15.44,7.77,8.8356,3396.222,2022.550049
2015-01-21,9.69,35.97,15.59,7.8,8.8692,3548.885,2032.119995
2015-01-22,9.77,36.51,15.7,7.88,8.9532,3567.613,2063.149902
2015-01-23,9.82,36.9,15.93,7.99,9.0708,3571.732,2051.820068
2015-01-26,9.88,37.1,15.92,8.04,9.1296,3607.985,2057.090088
2015-01-27,9.84,36.92,16.08,8.01,9.096,3574.931,2029.550049
2015-01-28,9.85,36.95,16.03,8.03,9.1128,3525.323,2002.160034
2015-01-29,9.8,36.63,15.78,8.06,9.1464,3481.798,2021.25
2015-01-30,9.83,36.8,15.67,8.01,9.0876,3434.39,1994.98999
2015-02-02,9.87,36.84,15.66,8.03,9.1115,3353.96,2020.849976
2015-02-03,9.93,36.98,15.79,8.07,9.1621,3437.445,2050.030029
2015-02-04,9.95,37.19,16,8.09,9.1705,3401.768,2041.51001
2015-02-05,10.04,37.56,15.94,8.09,9.1789,3366.946,2062.52002
2015-02-06,10.08,37.83,15.92,8.09,9.1789,3312.42,2055.469971
2015-02-09,10.02,37.6,15.83,8.05,9.1368,3345.921,2046.73999
2015-02-10,10.08,37.89,15.8,8.08,9.1705,3406.943,2068.590088
2015-02-11,10.06,37.79,15.9,8.07,9.1621,3434.124,2068.530029
2015-02-12,10.17,38.1,15.91,8.11,9.2042,3442.874,2088.47998
2015-02-13,10.19,38.2,16.06,8.13,9.2294,3469.828,2096.98999
2015-02-16,10.22,38.34,16.04,8.1,9.1957,3499.483,2098.665039
2015-02-17,10.19,38.22,16.035,8.13,9.221,3522.322,2100.340088
2015-02-18,10.28,38.67,16.0325,8.16,9.2463,3500.5255,2099.679932
2015-02-19,10.3,38.63,16.03125,8.19,9.28,3489.62725,2097.449951
2015-02-20,10.32,38.74,16.030625,8.19,9.2884,3484.178125,2110.300049
2015-02-23,10.36,38.98,16.0303125,8.25,9.3557,3481.4535625,2109.659912
2015-02-24,10.38,39.07,16.03,8.3,9.4063,3480.09128125,2115.47998
2015-02-25,10.4,39.17,16.27,8.3,9.4063,3478.729,2113.860107
2015-02-26,10.46,39.58,16.26,8.34,9.4484,3566.295,2110.73999
2015-02-27,10.53,39.92,16.24,8.36,9.4736,3572.843,2104.5
2015-03-02,10.54,39.89,16.22,8.36,9.4723,3601.265,2117.389893
2015-03-03,10.44,39.52,16.29,8.29,9.3963,3507.9,2107.780029
2015-03-04,10.46,39.7,16.27,8.32,9.4301,3530.822,2098.530029
2015-03-05,10.53,40.08,16.26,8.39,9.4976,3496.344,2101.040039
2015-03-06,10.55,40.22,16.36,8.36,9.4723,3478.52,2071.26001
2015-03-09,10.51,40.13,16.26,8.34,9.447,3537.75,2079.429932
2015-03-10,10.45,40.07,16.18,8.23,9.3288,3520.611,2044.160034
2015-03-11,10.5,40.36,16.13,8.3,9.4047,3524.653,2040.23999
2015-03-12,10.53,40.37,16.25,8.33,9.4301,3592.844,2065.949951
2015-03-13,10.58,40.61,16.27,8.33,9.4385,3617.657,2053.399902
2015-03-16,10.64,40.72,16.22,8.43,9.5483,3705.671,2081.189941
2015-03-17,10.59,40.43,16.25,8.41,9.5145,3757.122,2074.280029
2015-03-18,10.62,40.37,16.37,8.48,9.5989,3846.055,2099.5
2015-03-19,10.7,40.83,16.53,8.5,9.6327,3839.739,2089.27002
